SCREEN_ID,SOURCE_ID,SOURCE_TYPE,AUTHOR,SCREEN_NAME,SCORES_SIZE,FULL_SIZE,FULL_SIZE_AVAILABLE,NUMBER_OF_HITS,ANALYSIS,SIGNIFICANCE_INDICATOR,SIGNIFICANCE_CRITERIA,THROUGHPUT,SCREEN_TYPE,SCREEN_FORMAT,EXPERIMENTAL_SETUP,DURATION,CONDITION_NAME,CONDITION_DOSAGE,MOI,LIBRARY,LIBRARY_TYPE,LIBRARY_METHODOLOGY,ENZYME,CELL_LINE,CELL_TYPE,PHENOTYPE,SCORE_COL_COUNT,SCORE.1_TYPE,SCORE.2_TYPE,SCORE.3_TYPE,SCORE.4_TYPE,SCORE.5_TYPE,ORGANISM_ID,ORGANISM_OFFICIAL,NOTES,SOURCE,SCREEN_RATIONALE,CELL_TYPE_BROAD
1755,35021089,pubmed,Polyanskaya SA (2022),3-PMID35021089,217,217,Yes,15,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,NOMO-1,Acute Myeloid Leukemia Cell Line,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Myeloid
1756,35021089,pubmed,Polyanskaya SA (2022),4-PMID35021089,217,217,Yes,18,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,HEL,Erythroleukemia Cell Line,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Myeloid
1757,35021089,pubmed,Polyanskaya SA (2022),5-PMID35021089,217,217,Yes,16,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,OCI-AML3,Acute Myeloid Leukemia Cell Line,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Myeloid
1758,35021089,pubmed,Polyanskaya SA (2022),6-PMID35021089,217,217,Yes,12,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,U-937,Lymphoma Cell Line,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Lymphoid
1759,35021089,pubmed,Polyanskaya SA (2022),7-PMID35021089,217,217,Yes,10,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,Kasumi-1,Acute Myeloid Leukemia Cell Line,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Myeloid
1760,35021089,pubmed,Polyanskaya SA (2022),8-PMID35021089,217,217,Yes,13,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,K-562,Chronic Myeloid Leukemia Cell Line,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Myeloid
1761,35021089,pubmed,Polyanskaya SA (2022),9-PMID35021089,217,217,Yes,16,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,NCI-H1048,small cell lung cancer,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Lung
1762,35021089,pubmed,Polyanskaya SA (2022),10-PMID35021089,217,217,Yes,15,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,AsPC1,Pancreatic Adenocarcinoma Cell Line,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Pancreas / Glandular
1763,35021089,pubmed,Polyanskaya SA (2022),11-PMID35021089,217,217,Yes,22,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,Rh-30,Rhabdomyosarcoma Cell Line,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Connective
1764,35021089,pubmed,Polyanskaya SA (2022),12-PMID35021089,217,217,Yes,15,Log2 Fold Change (L2FC),Score Significance,Score.1 (Log2FC) < -1.25,High Throughput,Negative Selection,Pool,Timecourse,10 Doublings,NA,NA,~ 0.3,"CRISPRn phosphatase domain library (Vakoc, 2022)",CRISPRn,Knockout,Cas9,RD,Rhabdomyosarcoma Cell Line,cell proliferation,1,Log2FC,NA,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Connective
1787,34155407,pubmed,Xu P (2021),1-PMID34155407,17833,17833,Yes,2028,ZFCiBAR,Score Significance,Score.1 (FS (Fitness Score)) < -3.0 OR Score.1 (FS (Fitness Score)) > 3.0,High Throughput,Positive and Negative Selection,Pool,Timecourse,15 Days,NA,NA,= 3.0,BARBEKO sgRNA library,Cytosine Base Editing-Mediated Gene KnockOut,Knockout,AncBE4max,HeLa,Cervical Adenocarcinoma Cell Line,cell proliferation,4,FS (Fitness Score),ZLFC,RRA_depletion,RRA_enrichment,NA,9606,H. sapiens,"Authors used their newly developed DSB-independent, genome-wide CRISPR screening method, termed iBARed cytosine base editing-mediated gene KO (BARBEKO).|Authors used a cytosine base editing enzyme to generate KOs instead of a method relying on DSBs.",BioGRID ORCS,Cell-essential genes and growth restrictive genes,Cervix / Glandular
1788,34155407,pubmed,Xu P (2021),2-PMID34155407,17833,17833,Yes,2417,ZFCiBAR,Score Significance,Score.1 (FS (Fitness Score)) < -3.0 OR Score.1 (FS (Fitness Score)) > 3.0,High Throughput,Positive and Negative Selection,Pool,Timecourse,21 Days,NA,NA,= 3.0,BARBEKO sgRNA library,Cytosine Base Editing-Mediated Gene KnockOut,Knockout,AncBE4max,HeLa,Cervical Adenocarcinoma Cell Line,cell proliferation,4,FS (Fitness Score),ZLFC,RRA_depletion,RRA_enrichment,NA,9606,H. sapiens,"Authors used their newly developed DSB-independent, genome-wide CRISPR screening method, termed iBARed cytosine base editing-mediated gene KO (BARBEKO).|Authors used a cytosine base editing enzyme to generate KOs instead of a method relying on DSBs.",BioGRID ORCS,Cell-essential genes and growth restrictive genes,Cervix / Glandular
1789,34155407,pubmed,Xu P (2021),3-PMID34155407,17833,17833,Yes,1149,ZFCiBAR,Score Significance,Score.1 (FS (Fitness Score)) < -3.0 OR Score.1 (FS (Fitness Score)) > 3.0,High Throughput,Positive and Negative Selection,Pool,Timecourse,30 Days,NA,NA,= 3.0,BARBEKO sgRNA library,Cytosine Base Editing-Mediated Gene KnockOut,Knockout,AncBE4max,K-562,Chronic Myeloid Leukemia Cell Line,cell proliferation,4,FS (Fitness Score),ZLFC,RRA_depletion,RRA_enrichment,NA,9606,H. sapiens,"Authors used their newly developed DSB-independent, genome-wide CRISPR screening method, termed iBARed cytosine base editing-mediated gene KO (BARBEKO).|Authors used a cytosine base editing enzyme to generate KOs instead of a method relying on DSBs, allowing screening at higher MOI with smaller cell populations",BioGRID ORCS,Cell-essential genes and growth restrictive genes,Myeloid
1790,34155407,pubmed,Xu P (2021),4-PMID34155407,17833,17833,Yes,1234,ZFCiBAR,Score Significance,Score.1 (FS (Fitness Score)) < -3.0 OR Score.1 (FS (Fitness Score)) > 3.0,High Throughput,Positive and Negative Selection,Pool,Timecourse,30 Days,NA,NA,= 10.0,BARBEKO sgRNA library,Cytosine Base Editing-Mediated Gene KnockOut,Knockout,AncBE4max,K-562,Chronic Myeloid Leukemia Cell Line,cell proliferation,4,FS (Fitness Score),ZLFC,RRA_depletion,RRA_enrichment,NA,9606,H. sapiens,"Authors used their newly developed DSB-independent, genome-wide CRISPR screening method, termed iBARed cytosine base editing-mediated gene KO (BARBEKO).|Authors used a cytosine base editing enzyme to generate KOs instead of a method relying on DSBs, allowing them to use very high MOI (10) to reduce the number of cells needed for screening",BioGRID ORCS,Cell-essential genes and growth restrictive genes,Myeloid
1791,34155407,pubmed,Xu P (2021),5-PMID34155407,17833,17833,Yes,2123,ZFCiBAR,Score Significance,Score.1 (FS (Fitness Score)) < -3.0 OR Score.1 (FS (Fitness Score)) > 3.0,High Throughput,Positive and Negative Selection,Pool,Timecourse,15 Days,NA,NA,= 3.0,BARBEKO sgRNA library,Cytosine Base Editing-Mediated Gene KnockOut,Knockout,AncBE4max,hTERT-RPE1,Retinal Pigment Epithelium Cell Line,cell proliferation,4,FS (Fitness Score),ZLFC,RRA_depletion,RRA_enrichment,NA,9606,H. sapiens,"Authors used their newly developed DSB-independent, genome-wide CRISPR screening method, termed iBARed cytosine base editing-mediated gene KO (BARBEKO).|Authors used a cytosine base editing enzyme to generate KOs instead of a method relying on DSBs.",BioGRID ORCS,Cell-essential genes and growth restrictive genes,Eye / Epithelium
1792,34155407,pubmed,Xu P (2021),6-PMID34155407,17833,17833,Yes,1878,ZFCiBAR,Score Significance,Score.1 (FS (Fitness Score)) < -3.0 OR Score.1 (FS (Fitness Score)) > 3.0,High Throughput,Positive and Negative Selection,Pool,Timecourse,15 Days,Mutation: TP53 (ETG:7157) KO,NA,= 3.0,BARBEKO sgRNA library,Cytosine Base Editing-Mediated Gene KnockOut,Knockout,AncBE4max,hTERT-RPE1,Retinal Pigment Epithelium Cell Line,cell proliferation,4,FS (Fitness Score),ZLFC,RRA_depletion,RRA_enrichment,NA,9606,H. sapiens,"Authors used their newly developed DSB-independent, genome-wide CRISPR screening method, termed iBARed cytosine base editing-mediated gene KO (BARBEKO).|Authors used a cytosine base editing enzyme to generate KOs instead of a method relying on DSBs.",BioGRID ORCS,Cell-essential genes and growth restrictive genes,Eye / Epithelium
1793,34373451,pubmed,Vichas A (2021),1-PMID34373451,19363,19363,Yes,1603,MaGeCK,Score Significance,Score.1 (CRISPR Score (CS)) < -0.5 AND Score.2 (Log10 (p-value)) > 1.3 OR Score.1 (CRISPR Score (CS)) > 0.5 AND Score.2 (Log10 (p-value)) > 1.3,High Throughput,Positive and Negative Selection,Pool,Timecourse,12 Doublings,Mutation: EGFR (ETG1956) T790M/L858R,NA,< 0.3,Brunello (human),CRISPRn,Knockout,Cas9,PC-9,Lung Adenocarcinoma Cell Line,cell proliferation,2,CRISPR Score (CS),Log10 (p-value),NA,NA,NA,9606,H. sapiens,"Genes with a significant negative CRISPR Score confer decreased growth in an EGFR mutant background upon KO (essential), genes with a significant positive CRISPR score confer increased growth in an EGFR mutant background upon KO (growth restrictive)",BioGRID ORCS,Cell-essential genes and growth restrictive genes in an EGFR-T790M/L858R mutant background,Lung / Glandular
1795,34373451,pubmed,Vichas A (2021),3-PMID34373451,19363,19363,Yes,1637,MaGeCK,Score Significance,Score.1 (CRISPR Score (CS)) < -0.5 AND Score.2 (Log10 (p-value)) > 1.3 OR Score.1 (CRISPR Score (CS)) > 0.5 AND Score.2 (Log10 (p-value)) > 1.3,High Throughput,Positive and Negative Selection,Pool,Timecourse,12 Doublings,Mutation: KRAS (ETG3845) G12V,NA,< 0.3,Brunello (human),CRISPRn,Knockout,Cas9,PC-9,Lung Adenocarcinoma Cell Line,cell proliferation,2,CRISPR Score (CS),Log10 (p-value),NA,NA,NA,9606,H. sapiens,"Genes with a significant negative CRISPR Score confer decreased growth in an KRAS mutant background upon KO (essential), genes with a significant positive CRISPR score confer increased growth in an KRAS mutant background upon KO (growth restrictive)",BioGRID ORCS,Cell-essential genes and growth restrictive genes in a KRASG12V mutant background,Lung / Glandular
1797,34373451,pubmed,Vichas A (2021),5-PMID34373451,19363,19363,Yes,1421,MaGeCK,Score Significance,Score.1 (CRISPR Score (CS)) < -0.5 AND Score.2 (Log10 (p-value)) > 1.3 OR Score.1 (CRISPR Score (CS)) > 0.5 AND Score.2 (Log10 (p-value)) > 1.3,High Throughput,Positive and Negative Selection,Pool,Timecourse,12 Doublings,Mutation: RIT1 (ETG6016) M90I,NA,< 0.3,Brunello (human),CRISPRn,Knockout,Cas9,PC-9,Lung Adenocarcinoma Cell Line,cell proliferation,2,CRISPR Score (CS),Log10 (p-value),NA,NA,NA,9606,H. sapiens,"Genes with a significant negative CRISPR Score confer decreased growth in a RIT1 mutant background upon KO (essential), genes with a significant positive CRISPR score confer increased growth in a RIT1 mutant background upon KO (growth restrictive)",BioGRID ORCS,Cell-essential genes and growth restrictive genes in a RIT1M90I mutant background,Lung / Glandular
1799,34373451,pubmed,Vichas A (2021),7-PMID34373451,1292,1292,Yes,591,MaGeCK,Score Significance,Score.1 (Log2FC) < -0.5 AND Score.2 (Log10 (p-value)) > 1.3 OR Score.1 (Log2FC) > 0.5 AND Score.2 (Log10 (p-value)) > 1.3,High Throughput,Positive and Negative Selection,Pool,Timecourse,12 Doublings,Mutation: RIT1 (ETG6016) M90I,NA,< 0.3,"CRISPRn Targeted library (Berger, 2021)",CRISPRn,Knockout,Cas9,PC-9,Lung Adenocarcinoma Cell Line,cell proliferation,3,Log2FC,Log10 (p-value),FDR,NA,NA,9606,H. sapiens,"Secondary screen to confirm results of genome-wide primary screen|Genes with a significant negative CRISPR Score confer decreased growth in a RIT1 mutant background upon KO (essential), genes with a significant positive CRISPR score confer increased growth in a RIT1 mutant background upon KO (growth restrictive)",BioGRID ORCS,Cell-essential genes and growth restrictive genes in a RIT1M90I mutant background,Lung / Glandular
1801,32299104,pubmed,Khan DH (2020),1-PMID32299104,1049,17237,No,147,MaGeCK,Score Significance,Score.3 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,NA,TKO (Toronto Knockout) v1,CRISPRn,Knockout,Cas9,OCI-AML2,Acute Myeloid Leukemia Cell Line,cell proliferation,3,MaGeCK Score,p-Value,FDR,NA,NA,9606,H. sapiens,Authors screened a genome-wide library for genes whose KO resulted in decreased proliferation in acute myeloid leukemia but only published results for the mitochondrial subset they were focused on,BioGRID ORCS,Cell-essential genes,Myeloid
1811,31160565,pubmed,Bandopadhayay P (2019),1-PMID31160565,17673,17673,Yes,2321,CERES,Score Significance,Score.1 (Dependency score) > 0.35 AND Score.2 (FDR) < 0.2,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,~ 0.5,Avana,CRISPRn,Knockout,Cas9,D-283MED,Medulloblastoma Cell Line,cell proliferation,2,Dependency score,FDR,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Nervous
1812,31160565,pubmed,Bandopadhayay P (2019),2-PMID31160565,17673,17673,Yes,2455,CERES,Score Significance,Score.1 (Dependency score) > 0.35 AND Score.2 (FDR) < 0.2,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,~ 0.5,Avana,CRISPRn,Knockout,Cas9,D458 Med,Medulloblastoma Cell Line,cell proliferation,2,Dependency score,FDR,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Nervous
1813,31160565,pubmed,Bandopadhayay P (2019),3-PMID31160565,17673,17673,Yes,1703,CERES,Score Significance,Score.1 (Dependency score) > 0.35 AND Score.2 (FDR) < 0.2,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,~ 0.5,Avana,CRISPRn,Knockout,Cas9,D341Med,Medulloblastoma Cell Line,cell proliferation,2,Dependency score,FDR,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Nervous
1814,31160565,pubmed,Bandopadhayay P (2019),4-PMID31160565,17673,17673,Yes,2233,CERES,Score Significance,Score.1 (Dependency score) > 0.35 AND Score.2 (FDR) < 0.2,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,~ 0.5,Avana,CRISPRn,Knockout,Cas9,D425 Med,Medulloblastoma Cell Line,cell proliferation,2,Dependency score,FDR,NA,NA,NA,9606,H. sapiens,NA,BioGRID ORCS,Cell-essential genes,Nervous
1845,35559673,pubmed,Feng X (2022),1-PMID35559673,18053,18053,Yes,1846,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: ARID1A (ETG8289) KD,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in an ARID1A knockdown HEK293A cell line,BioGRID ORCS,Cell-essential genes in an ARID1A_KD mutant background,Embryonic / Kidney
1846,35559673,pubmed,Feng X (2022),2-PMID35559673,18053,18053,Yes,2016,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: BAP1 (ETG8314) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in an BAP1 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in a BAP1 KO mutant background,Embryonic / Kidney
1847,35559673,pubmed,Feng X (2022),3-PMID35559673,18053,18053,Yes,2075,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: CDH1 (ETG999) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in an CDH1 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in a CDH1 KO mutant background,Embryonic / Kidney
1848,35559673,pubmed,Feng X (2022),4-PMID35559673,18053,18053,Yes,2166,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: KEAP1 (ETG9817) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a KEAP1 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in a KEAP1 KO mutant background,Embryonic / Kidney
1849,35559673,pubmed,Feng X (2022),5-PMID35559673,18053,18053,Yes,1944,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: STK11/LKB1 (ETG:6794) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in an LKB1 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in a STK11/LKB1 KO mutant background,Embryonic / Kidney
1850,35559673,pubmed,Feng X (2022),6-PMID35559673,18053,18053,Yes,1859,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: NF1 (ETG4763) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in an NF1 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in an NF1 KO mutant background,Embryonic / Kidney
1851,35559673,pubmed,Feng X (2022),7-PMID35559673,18053,18053,Yes,1966,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: NF2 (ETG4771) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in an NF2 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in an NF2 KO mutant background,Embryonic / Kidney
1852,35559673,pubmed,Feng X (2022),8-PMID35559673,18053,18053,Yes,1939,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: PBRM1 (ETG55193) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a PBRM1 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in a PBRM1 KO mutant background,Embryonic / Kidney
1853,35559673,pubmed,Feng X (2022),9-PMID35559673,18053,18053,Yes,2186,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: PTEN (ETG5728) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a PTEN1 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in a PTEN1 KO mutant background,Embryonic / Kidney
1854,35559673,pubmed,Feng X (2022),10-PMID35559673,18053,18053,Yes,2149,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: RB1 (ETG5925) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in an RB1 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in an RB1 KO mutant background,Embryonic / Kidney
1855,35559673,pubmed,Feng X (2022),11-PMID35559673,18053,18053,Yes,2034,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: TP53 (ETG:7157) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a TP53 knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in a TP53 KO mutant background,Embryonic / Kidney
1856,35559673,pubmed,Feng X (2022),12-PMID35559673,18053,18053,Yes,1984,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutation: VHL (ETG7428) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a VHL knock-out HEK293A cell line,BioGRID ORCS,Cell-essential genes in a VHL KO mutant background,Embryonic / Kidney
1857,35559673,pubmed,Feng X (2022),13-PMID35559673,18053,18053,Yes,2066,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a WT HEK293A background,BioGRID ORCS,Cell-essential genes ,Embryonic / Kidney
1858,35559673,pubmed,Feng X (2022),14-PMID35559673,18053,18053,Yes,2093,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a WT HEK293A cell line,BioGRID ORCS,Cell-essential genes,Embryonic / Kidney
1859,35559673,pubmed,Feng X (2022),15-PMID35559673,18053,18053,Yes,1964,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a WT HEK293A background,BioGRID ORCS,Cell-essential genes ,Embryonic / Kidney
1860,35559673,pubmed,Feng X (2022),16-PMID35559673,18053,18053,Yes,2050,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a WT HEK293A cell line,BioGRID ORCS,Cell-essential genes,Embryonic / Kidney
1861,35559673,pubmed,Feng X (2022),17-PMID35559673,18053,18053,Yes,1988,BAGEL,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,21 Days,Mutations: TP53BP1 (ETG7158) KO,NA,~ 0.25,Toronto Knockout version 3 (TKOv3),CRISPRn,Knockout,Cas9,HEK-293A,Embryonic Kidney Cell Line,cell proliferation,1,Bayes Factor,NA,NA,NA,NA,9606,H. sapiens,Authors screened for genes essential in a TP53BP1 knockout HEK293A cell line,BioGRID ORCS,Cell-essential genes in a TP53BP1 KO background,Embryonic / Kidney
1880,34497417,pubmed,Kamber RA (2021),1-PMID34497417,20531,20531,Yes,90,CasTLE,Column Significance,NA,High Throughput,Positive and Negative Selection,Pool,Other,8 Days,J774 macrophages; anti-CD20,NA,= 0.2,Bassik Human CRISPR Knockout Library,CRISPRn,Knockout,Cas9,RAMOS,Burkitt Lymphoma Cell Line,cell proliferation,3,CasTLE Score,CasTLE Effect,p-Value,NA,NA,9606,H. sapiens,KO of hit genes results in increased sensitivity of cancer cells to antibody-dependent killing by macrophages (negative Castle effect) or decreased sensitivity to antibody-dependent killing by macrophages (positive Castle effect),BioGRID ORCS,Regulators of cancer response to antibody-dependent cellular phagocytosis (ADCP),Lymphoid
