cell_type,gene,num_hits,num_screens,gene_ensembl
Nervous,MUS81,1,116,ENSG00000172732
Nervous,NAPRT,1,116,ENSG00000147813
Nervous,NDUFA3,1,116,ENSG00000170906
Nervous,NDUFA6,1,116,ENSG00000184983
Nervous,NGLY1,1,116,ENSG00000151092
Nervous,NHLRC4,1,116,ENSG00000257108
Nervous,NRAS,1,116,ENSG00000213281
Nervous,NUP188,1,116,ENSG00000095319
Nervous,NUP58,1,116,ENSG00000139496
Nervous,OBSCN-AS1,1,116,ENSG00000162913
Nervous,OR2G2,1,116,ENSG00000177489
Nervous,OR5AU1,1,116,ENSG00000169327
Nervous,OS9,1,116,ENSG00000135506
Nervous,OXLD1,1,116,ENSG00000204237
Nervous,PDCD6IP,1,116,ENSG00000170248
Nervous,PDGFRA,1,116,ENSG00000134853
Nervous,PFKL,1,116,ENSG00000141959
Nervous,PNPLA8,1,116,ENSG00000135241
Nervous,POLG,1,116,ENSG00000140521
Nervous,POR,1,116,ENSG00000127948
Nervous,POT1,1,116,ENSG00000128513
Nervous,POU2AF1,1,116,ENSG00000110777
Nervous,PPM1D,1,116,ENSG00000170836
Nervous,PPM1J,1,116,ENSG00000155367
Nervous,PRKAR1B,1,116,ENSG00000188191
Nervous,PRR12,1,116,ENSG00000126464
Nervous,PSRC1,1,116,ENSG00000134222
Nervous,PTPN9,1,116,ENSG00000169410
Nervous,PTPRZ1,1,116,ENSG00000106278
Nervous,QRICH1,1,116,ENSG00000198218
Nervous,R3HDM2,1,116,ENSG00000179912
Nervous,RAB1A,1,116,ENSG00000138069
Nervous,RAPGEF1,1,116,ENSG00000107263
Nervous,RIF1,1,116,ENSG00000080345
Nervous,S1PR3,1,116,ENSG00000213694
Nervous,SACS,1,116,ENSG00000151835
Nervous,SAR1A,1,116,ENSG00000079332
Nervous,SDHAF1,1,116,ENSG00000205138
Nervous,SHD,1,116,ENSG00000105251
Nervous,SHMT2,1,116,ENSG00000182199
Nervous,SIGLEC1,1,116,ENSG00000088827
Nervous,SIKE1,1,116,ENSG00000052723
Nervous,SLAIN2,1,116,ENSG00000109171
Nervous,SLC19A2,1,116,ENSG00000117479
Nervous,SLC39A13,1,116,ENSG00000165915
Nervous,SLC47A2,1,116,ENSG00000180638
Nervous,SLC6A18,1,116,ENSG00000164363
Nervous,SLFNL1,1,116,ENSG00000171790
Nervous,SMAD4,1,116,ENSG00000141646
Nervous,SMAD9,1,116,ENSG00000120693
Nervous,SMG9,1,116,ENSG00000105771
Nervous,SMN2,1,116,ENSG00000205571
Nervous,SOST,1,116,ENSG00000167941
Nervous,SOX10,1,116,ENSG00000100146
Nervous,SOX2,1,116,ENSG00000181449
Nervous,SOX6,1,116,ENSG00000110693
Nervous,SPTLC2,1,116,ENSG00000100596
Nervous,SREK1,1,116,ENSG00000153914
Nervous,SSBP4,1,116,ENSG00000130511
Nervous,STAG2,1,116,ENSG00000101972
Nervous,SURF1,1,116,ENSG00000148290
Nervous,TADA1,1,116,ENSG00000152382
Nervous,TAF3,1,116,ENSG00000165632
Nervous,TAF9,1,116,ENSG00000273841
Nervous,TCTE3,1,116,
Nervous,TDP2,1,116,ENSG00000111802
Nervous,TEX37,1,116,ENSG00000172073
Nervous,TFAP2C,1,116,ENSG00000087510
Nervous,THAP12,1,116,ENSG00000137492
Nervous,THAP7,1,116,ENSG00000184436
Nervous,TLCD1,1,116,ENSG00000160606
Nervous,TM2D2,1,116,ENSG00000169490
Nervous,TMEM184B,1,116,ENSG00000198792
Nervous,TMEM238,1,116,ENSG00000233493
Nervous,TMEM52,1,116,ENSG00000178821
Nervous,TMX2,1,116,ENSG00000213593
Nervous,TPD52L2,1,116,ENSG00000101150
Nervous,TRIP13,1,116,ENSG00000071539
Nervous,TSPAN33,1,116,ENSG00000158457
Nervous,TSPAN4,1,116,ENSG00000214063
Nervous,TTYH3,1,116,ENSG00000136295
Nervous,TUBA1C,1,116,ENSG00000167553
Nervous,TULP4,1,116,ENSG00000130338
Nervous,TWNK,1,116,ENSG00000107815
Nervous,UBE2G2,1,116,ENSG00000184787
Nervous,UBE2S,1,116,ENSG00000108106
Nervous,VCX,1,116,ENSG00000182583
Nervous,VEGFA,1,116,ENSG00000112715
Nervous,WAPL,1,116,ENSG00000062650
Nervous,WDR73,1,116,ENSG00000177082
Nervous,XYLT2,1,116,ENSG00000015532
Nervous,ZBTB3,1,116,ENSG00000185670
Nervous,ZNF34,1,116,ENSG00000196378
Nervous,ZNF598,1,116,ENSG00000167962
Nervous,ANKRD49,2,116,ENSG00000168876
Nervous,ASCL1,2,116,ENSG00000139352
Nervous,ATP5I,2,116,
Nervous,C16orf72,2,116,
Nervous,CDS2,2,116,ENSG00000101290
Nervous,CENPP,2,116,ENSG00000188312
Nervous,CPM,2,116,ENSG00000135678
Nervous,CYP27B1,2,116,ENSG00000111012
Nervous,DEFB4A,2,116,ENSG00000171711
Nervous,DET1,2,116,ENSG00000140543
Nervous,DOLK,2,116,ENSG00000175283
Nervous,DSCC1,2,116,ENSG00000136982
Nervous,EEF1AKMT3,2,116,ENSG00000123427
Nervous,ENO2,2,116,ENSG00000111674
Nervous,FERMT2,2,116,ENSG00000073712
Nervous,GCN1,2,116,ENSG00000089154
Nervous,ICE2,2,116,ENSG00000128915
Nervous,KDSR,2,116,ENSG00000119537
Nervous,KRTAP5-10,2,116,ENSG00000204572
Nervous,LDB1,2,116,ENSG00000198728
Nervous,LMNB1,2,116,ENSG00000113368
Nervous,LSS,2,116,ENSG00000160285
Nervous,NDUFAF3,2,116,ENSG00000178057
Nervous,NDUFS2,2,116,ENSG00000158864
Nervous,OLIG2,2,116,ENSG00000205927
Nervous,PHGR1,2,116,ENSG00000233041
Nervous,PI4KB,2,116,ENSG00000143393
Nervous,SOCS3,2,116,ENSG00000184557
Nervous,SQLE,2,116,ENSG00000104549
Nervous,TRIM28,2,116,ENSG00000130726
Nervous,UBA5,2,116,ENSG00000081307
Nervous,FBXW11,3,116,ENSG00000072803
Nervous,HIST2H3C,3,116,
Nervous,HIST2H3D,3,116,
Nervous,JUN,3,116,ENSG00000177606
Nervous,MRPL13,3,116,ENSG00000172172
Nervous,RPP25L,3,116,ENSG00000164967
Nervous,SOX9,3,116,ENSG00000125398
Nervous,TOE1,3,116,ENSG00000132773
Nervous,TRIM37,3,116,ENSG00000108395
Nervous,UBIAD1,3,116,ENSG00000120942
Nervous,VCY,3,116,ENSG00000129864
Nervous,ILK,4,116,ENSG00000166333
Nervous,MDM2,4,116,ENSG00000135679
Nervous,PRAMEF5,4,116,ENSG00000270601
Nervous,RGPD2,4,116,ENSG00000185304
Nervous,RPL13A,4,116,ENSG00000142541
Nervous,SNRPB2,4,116,ENSG00000125870
Nervous,TERF2,4,116,ENSG00000132604
Nervous,TYMS,4,116,ENSG00000176890
Nervous,VCX2,4,116,ENSG00000177504
Nervous,FASN,5,116,ENSG00000169710
Nervous,POTEM,5,116,ENSG00000222036
Nervous,RPS17,5,116,ENSG00000182774
Nervous,SCAP,5,116,ENSG00000114650
Nervous,WWTR1,5,116,ENSG00000018408
Nervous,CDK6,6,116,ENSG00000105810
Nervous,MYCN,6,116,ENSG00000134323
Nervous,SEPHS2,6,116,ENSG00000179918
Nervous,HIST1H2AJ,7,116,
Nervous,HIST2H3A,7,116,
Nervous,NXT1,7,116,ENSG00000132661
Nervous,TMA7,7,116,ENSG00000232112
Nervous,TMED7,7,116,ENSG00000134970
Nervous,VRK1,7,116,ENSG00000100749
Nervous,NDUFC2-KCTD14,8,116,ENSG00000259112
Nervous,EIF3CL,10,116,ENSG00000184110
Nervous,PRAMEF6,12,116,ENSG00000232423
Nervous,ALG1L,15,116,
Nervous,PLGLB2,17,116,ENSG00000125551
Nervous,TBC1D3F,18,116,ENSG00000275954
Nervous,TBC1D3H,20,116,ENSG00000274226
Nervous,GPX4,21,116,ENSG00000167468
Nervous,RPSA,23,116,ENSG00000168028
Nervous,LCE1E,26,116,ENSG00000186226
Nervous,RPL21,28,116,ENSG00000122026
Nervous,NPIPA5,36,116,ENSG00000183793
Nervous,BCL2L2-PABPN1,37,116,ENSG00000258643
Nervous,FAM86B1,42,116,ENSG00000186523
Nervous,RGPD6,43,116,ENSG00000183054
Nervous,POLR2J,45,116,ENSG00000005075
Nervous,TBC1D3C,52,116,ENSG00000274611
Nervous,POLR2A,82,116,ENSG00000181222
Nervous*,ACBD6,1,122,ENSG00000230124
Nervous*,ACOX3,1,122,ENSG00000087008
Nervous*,ADAMTS10,1,122,ENSG00000142303
Nervous*,ADAR,1,122,ENSG00000160710
Nervous*,ADGRG5,1,122,ENSG00000159618
Nervous*,AGAP2,1,122,ENSG00000135439
Nervous*,ALX4,1,122,ENSG00000052850
Nervous*,AMY1B,1,122,ENSG00000174876
Nervous*,ARMS2,1,122,ENSG00000254636
Nervous*,ARPC2,1,122,ENSG00000163466
Nervous*,ASB6,1,122,ENSG00000148331
Nervous*,ATXN10,1,122,ENSG00000130638
Nervous*,AUP1,1,122,ENSG00000115307
Nervous*,B4GALNT3,1,122,ENSG00000139044
Nervous*,BICDL1,1,122,ENSG00000135127
Nervous*,BPNT1,1,122,ENSG00000162813
Nervous*,BRAP,1,122,ENSG00000089234
Nervous*,BRAT1,1,122,ENSG00000106009
Nervous*,BSG,1,122,ENSG00000172270
Nervous*,C12orf43,1,122,ENSG00000157895
Nervous*,C17orf100,1,122,ENSG00000256806
Nervous*,C1orf27,1,122,
Nervous*,C21orf2,1,122,
Nervous*,C3orf38,1,122,ENSG00000179021
Nervous*,C8orf33,1,122,ENSG00000182307
Nervous*,CACNB4,1,122,ENSG00000182389
Nervous*,CALU,1,122,ENSG00000128595
Nervous*,CAMLG,1,122,ENSG00000164615
Nervous*,CARD10,1,122,ENSG00000100065
Nervous*,CARS2,1,122,ENSG00000134905
Nervous*,CCDC144A,1,122,ENSG00000170160
Nervous*,CCDC151,1,122,
Nervous*,CCND2,1,122,ENSG00000118971
Nervous*,CCND3,1,122,ENSG00000112576
Nervous*,CD151,1,122,ENSG00000177697
Nervous*,CD164,1,122,ENSG00000135535
Nervous*,CDCA2,1,122,ENSG00000184661
Nervous*,CDH2,1,122,ENSG00000170558
Nervous*,CDK5RAP1,1,122,ENSG00000101391
Nervous*,CDKN2AIPNL,1,122,ENSG00000237190
Nervous*,CENPF,1,122,ENSG00000117724
Nervous*,CENPO,1,122,ENSG00000138092
Nervous*,CENPX,1,122,ENSG00000169689
Nervous*,CEP128,1,122,ENSG00000100629
Nervous*,CHTF18,1,122,ENSG00000127586
Nervous*,CKAP4,1,122,ENSG00000136026
Nervous*,CLDN23,1,122,ENSG00000253958
Nervous*,CNOT9,1,122,ENSG00000144580
Nervous*,COG5,1,122,ENSG00000164597
Nervous*,COQ3,1,122,ENSG00000132423
Nervous*,CPOX,1,122,ENSG00000080819
Nervous*,DALRD3,1,122,ENSG00000178149
Nervous*,DCAF1,1,122,ENSG00000145041
Nervous*,DDX1,1,122,ENSG00000079785
Nervous*,DEXI,1,122,ENSG00000182108
Nervous*,DLG5,1,122,ENSG00000151208
Nervous*,DNTTIP1,1,122,ENSG00000101457
Nervous*,DOCK7,1,122,ENSG00000116641
Nervous*,DOK7,1,122,ENSG00000175920
Nervous*,DOT1L,1,122,ENSG00000104885
Nervous*,DPH1,1,122,ENSG00000108963
Nervous*,DRAP1,1,122,ENSG00000175550
Nervous*,DUSP12,1,122,ENSG00000081721
Nervous*,EEF1AKMT2,1,122,ENSG00000203791
Nervous*,EGFR,1,122,ENSG00000146648
Nervous*,EHD1,1,122,ENSG00000110047
Nervous*,ELMO2,1,122,ENSG00000062598
Nervous*,EML3,1,122,ENSG00000149499
Nervous*,EP400NL,1,122,
Nervous*,EPN3,1,122,ENSG00000049283
Nervous*,ERCC1,1,122,ENSG00000012061
Nervous*,EVA1A,1,122,ENSG00000115363
Nervous*,FAM104A,1,122,ENSG00000133193
Nervous*,FAM20C,1,122,ENSG00000177706
Nervous*,FAM229B,1,122,ENSG00000203778
Nervous*,FAM49A,1,122,
Nervous*,FANCF,1,122,ENSG00000183161
Nervous*,FANCI,1,122,ENSG00000140525
Nervous*,FASTK,1,122,ENSG00000164896
Nervous*,FBXL6,1,122,ENSG00000182325
Nervous*,FBXO32,1,122,ENSG00000156804
Nervous*,FBXO42,1,122,ENSG00000037637
Nervous*,FDFT1,1,122,ENSG00000079459
Nervous*,FLCN,1,122,ENSG00000154803
Nervous*,FLII,1,122,ENSG00000177731
Nervous*,FLNB,1,122,ENSG00000136068
Nervous*,GATA3,1,122,ENSG00000107485
Nervous*,GID8,1,122,ENSG00000101193
Nervous*,GOLGA6A,1,122,ENSG00000159289
Nervous*,GP1BB,1,122,ENSG00000203618
Nervous*,GPAT4,1,122,ENSG00000158669
Nervous*,GPI,1,122,ENSG00000105220
Nervous*,GPR20,1,122,ENSG00000204882
Nervous*,GPSM1,1,122,ENSG00000160360
Nervous*,GTSE1,1,122,ENSG00000075218
Nervous*,GUSB,1,122,ENSG00000169919
Nervous*,HEXIM1,1,122,ENSG00000186834
Nervous*,HEY1,1,122,ENSG00000164683
Nervous*,HIST2H2AB,1,122,
Nervous*,HIST2H2BE,1,122,
Nervous*,HMBS,1,122,ENSG00000256269
Nervous*,HMOX2,1,122,ENSG00000103415
Nervous*,HOMEZ,1,122,ENSG00000290292
Nervous*,HSD17B12,1,122,ENSG00000149084
Nervous*,IBA57,1,122,ENSG00000181873
Nervous*,IGHMBP2,1,122,ENSG00000132740
Nervous*,IGLON5,1,122,ENSG00000142549
Nervous*,IGSF3,1,122,ENSG00000143061
Nervous*,INTS13,1,122,ENSG00000064102
Nervous*,ISCA1,1,122,ENSG00000135070
Nervous*,ISL1,1,122,ENSG00000016082
Nervous*,ITGA7,1,122,ENSG00000135424
Nervous*,ITGAV,1,122,ENSG00000138448
Nervous*,ITGB1,1,122,ENSG00000150093
Nervous*,ITGB5,1,122,ENSG00000082781
Nervous*,KCNS3,1,122,ENSG00000170745
Nervous*,KCTD10,1,122,ENSG00000110906
Nervous*,KNDC1,1,122,ENSG00000171798
Nervous*,KRT74,1,122,ENSG00000170484
Nervous*,KRTAP9-2,1,122,ENSG00000239886
Nervous*,LIMS4,1,122,ENSG00000256671
Nervous*,LIN7C,1,122,ENSG00000148943
Nervous*,LMNA,1,122,ENSG00000160789
Nervous*,LRRN1,1,122,ENSG00000175928
Nervous*,MAP2K7,1,122,ENSG00000076984
Nervous*,MATR3,1,122,ENSG00000015479
Nervous*,MDM4,1,122,ENSG00000198625
Nervous*,MEMO1,1,122,ENSG00000162959
Nervous*,MEX3A,1,122,ENSG00000254726
Nervous*,MIOS,1,122,ENSG00000164654
Nervous*,MMP25,1,122,ENSG00000008516
Nervous*,MON1A,1,122,ENSG00000164077
Nervous*,MRM3,1,122,ENSG00000171861
Nervous*,MRPS2,1,122,ENSG00000122140
Nervous*,MRPS26,1,122,ENSG00000125901
Nervous*,MSI1,1,122,ENSG00000135097
Nervous*,MTFMT,1,122,ENSG00000103707
Nervous*,MUC20,1,122,ENSG00000176945
Nervous*,MUS81,1,122,ENSG00000172732
Nervous*,NAPRT,1,122,ENSG00000147813
Nervous*,NCF1,1,122,ENSG00000158517
Nervous*,NDUFA3,1,122,ENSG00000170906
Nervous*,NDUFA6,1,122,ENSG00000184983
Nervous*,NEFH,1,122,ENSG00000100285
Nervous*,NGLY1,1,122,ENSG00000151092
Nervous*,NHLRC4,1,122,ENSG00000257108
Nervous*,NOX4,1,122,ENSG00000086991
Nervous*,NR2C2AP,1,122,ENSG00000184162
Nervous*,NRAS,1,122,ENSG00000213281
Nervous*,NUP188,1,122,ENSG00000095319
Nervous*,NUP58,1,122,ENSG00000139496
Nervous*,OBSCN-AS1,1,122,ENSG00000162913
Nervous*,OR2G2,1,122,ENSG00000177489
Nervous*,OR5AU1,1,122,ENSG00000169327
Nervous*,OS9,1,122,ENSG00000135506
Nervous*,OTOL1,1,122,ENSG00000182447
Nervous*,OTUD4,1,122,ENSG00000164164
Nervous*,OXLD1,1,122,ENSG00000204237
Nervous*,P2RY2,1,122,ENSG00000175591
Nervous*,PARVB,1,122,ENSG00000188677
Nervous*,PDCD6IP,1,122,ENSG00000170248
Nervous*,PDGFRA,1,122,ENSG00000134853
Nervous*,PFKL,1,122,ENSG00000141959
Nervous*,PIEZO1,1,122,ENSG00000103335
Nervous*,PLEKHG2,1,122,ENSG00000090924
Nervous*,PLOD1,1,122,ENSG00000083444
Nervous*,PLPPR3,1,122,ENSG00000129951
Nervous*,PLXNB1,1,122,ENSG00000164050
Nervous*,PNPLA8,1,122,ENSG00000135241
Nervous*,POLE4,1,122,ENSG00000115350
Nervous*,POLG,1,122,ENSG00000140521
Nervous*,POR,1,122,ENSG00000127948
Nervous*,POT1,1,122,ENSG00000128513
Nervous*,POU2AF1,1,122,ENSG00000110777
Nervous*,PPM1G,1,122,ENSG00000115241
Nervous*,PPM1J,1,122,ENSG00000155367
Nervous*,PPP1R16A,1,122,ENSG00000160972
Nervous*,PRKAR1B,1,122,ENSG00000188191
Nervous*,PRR12,1,122,ENSG00000126464
Nervous*,PSRC1,1,122,ENSG00000134222
Nervous*,PTK2,1,122,ENSG00000169398
Nervous*,PTPN9,1,122,ENSG00000169410
Nervous*,PTPRZ1,1,122,ENSG00000106278
Nervous*,QRICH1,1,122,ENSG00000198218
Nervous*,R3HDM2,1,122,ENSG00000179912
Nervous*,RAB11FIP3,1,122,ENSG00000090565
Nervous*,RAB1A,1,122,ENSG00000138069
Nervous*,RAPGEF1,1,122,ENSG00000107263
Nervous*,RBM34,1,122,ENSG00000188739
Nervous*,REXO1,1,122,ENSG00000079313
Nervous*,RIF1,1,122,ENSG00000080345
Nervous*,RNF145,1,122,ENSG00000145860
Nervous*,RNF25,1,122,ENSG00000163481
Nervous*,S1PR3,1,122,ENSG00000213694
Nervous*,SAR1A,1,122,ENSG00000079332
Nervous*,SDHAF1,1,122,ENSG00000205138
Nervous*,SERF2,1,122,ENSG00000140264
Nervous*,SGK3,1,122,ENSG00000104205
Nervous*,SHARPIN,1,122,ENSG00000179526
Nervous*,SHD,1,122,ENSG00000105251
Nervous*,SHMT2,1,122,ENSG00000182199
Nervous*,SIGLEC1,1,122,ENSG00000088827
Nervous*,SIKE1,1,122,ENSG00000052723
Nervous*,SLAIN2,1,122,ENSG00000109171
Nervous*,SLC19A2,1,122,ENSG00000117479
Nervous*,SLC47A2,1,122,ENSG00000180638
Nervous*,SLC6A18,1,122,ENSG00000164363
Nervous*,SLFNL1,1,122,ENSG00000171790
Nervous*,SMAD4,1,122,ENSG00000141646
Nervous*,SMAD9,1,122,ENSG00000120693
Nervous*,SMG9,1,122,ENSG00000105771
Nervous*,SMN2,1,122,ENSG00000205571
Nervous*,SNAP23,1,122,ENSG00000092531
Nervous*,SOST,1,122,ENSG00000167941
Nervous*,SOX10,1,122,ENSG00000100146
Nervous*,SOX6,1,122,ENSG00000110693
Nervous*,SPRY4,1,122,ENSG00000187678
Nervous*,SPTLC2,1,122,ENSG00000100596
Nervous*,SREK1,1,122,ENSG00000153914
Nervous*,SSBP2,1,122,ENSG00000145687
Nervous*,SSBP4,1,122,ENSG00000130511
Nervous*,STAG2,1,122,ENSG00000101972
Nervous*,SUPT3H,1,122,ENSG00000196284
Nervous*,SURF1,1,122,ENSG00000148290
Nervous*,SUZ12,1,122,ENSG00000178691
Nervous*,TADA1,1,122,ENSG00000152382
Nervous*,TBC1D10B,1,122,ENSG00000169221
Nervous*,TCTE3,1,122,
Nervous*,TDP2,1,122,ENSG00000111802
Nervous*,TEKT4,1,122,ENSG00000163060
Nervous*,TEX37,1,122,ENSG00000172073
Nervous*,TFAP2C,1,122,ENSG00000087510
Nervous*,THAP12,1,122,ENSG00000137492
Nervous*,THAP7,1,122,ENSG00000184436
Nervous*,TLCD1,1,122,ENSG00000160606
Nervous*,TM2D1,1,122,ENSG00000162604
Nervous*,TM2D2,1,122,ENSG00000169490
Nervous*,TMEM184B,1,122,ENSG00000198792
Nervous*,TMEM238,1,122,ENSG00000233493
Nervous*,TMEM52,1,122,ENSG00000178821
Nervous*,TMX2,1,122,ENSG00000213593
Nervous*,TNPO1,1,122,ENSG00000083312
Nervous*,TPD52L2,1,122,ENSG00000101150
Nervous*,TRAPPC13,1,122,ENSG00000113597
Nervous*,TRAPPC9,1,122,ENSG00000167632
Nervous*,TSC2,1,122,ENSG00000103197
Nervous*,TSPAN33,1,122,ENSG00000158457
Nervous*,TSPAN4,1,122,ENSG00000214063
Nervous*,TTYH3,1,122,ENSG00000136295
Nervous*,TUBA1C,1,122,ENSG00000167553
Nervous*,TULP4,1,122,ENSG00000130338
Nervous*,TWNK,1,122,ENSG00000107815
Nervous*,UBE2G2,1,122,ENSG00000184787
Nervous*,UBE2S,1,122,ENSG00000108106
Nervous*,UBE2T,1,122,ENSG00000077152
Nervous*,UPK3BL1,1,122,ENSG00000267368
Nervous*,VCX,1,122,ENSG00000182583
Nervous*,VEGFA,1,122,ENSG00000112715
Nervous*,WAPL,1,122,ENSG00000062650
Nervous*,WDR26,1,122,ENSG00000162923
Nervous*,XYLT2,1,122,ENSG00000015532
Nervous*,ZBTB3,1,122,ENSG00000185670
Nervous*,ZNF236,1,122,ENSG00000130856
Nervous*,ZNF277,1,122,ENSG00000198839
Nervous*,ZNF34,1,122,ENSG00000196378
Nervous*,ZNF598,1,122,ENSG00000167962
Nervous*,ANKRD49,2,122,ENSG00000168876
Nervous*,ATP5I,2,122,
Nervous*,ATP5O,2,122,
Nervous*,C11orf57,2,122,
Nervous*,CBX4,2,122,ENSG00000141582
Nervous*,CDC25B,2,122,ENSG00000101224
Nervous*,CDS2,2,122,ENSG00000101290
Nervous*,CPM,2,122,ENSG00000135678
Nervous*,CYP27B1,2,122,ENSG00000111012
Nervous*,DEFB4A,2,122,ENSG00000171711
Nervous*,DET1,2,122,ENSG00000140543
Nervous*,DSCC1,2,122,ENSG00000136982
Nervous*,EEF1AKMT3,2,122,ENSG00000123427
Nervous*,ENO2,2,122,ENSG00000111674
Nervous*,ERCC6L,2,122,ENSG00000186871
Nervous*,FERMT2,2,122,ENSG00000073712
Nervous*,GCN1,2,122,ENSG00000089154
Nervous*,ICE2,2,122,ENSG00000128915
Nervous*,KDSR,2,122,ENSG00000119537
Nervous*,KIF18B,2,122,ENSG00000186185
Nervous*,KIF2C,2,122,ENSG00000142945
Nervous*,KRTAP5-10,2,122,ENSG00000204572
Nervous*,LDB1,2,122,ENSG00000198728
Nervous*,LMNB1,2,122,ENSG00000113368
Nervous*,OLIG2,2,122,ENSG00000205927
Nervous*,PHGR1,2,122,ENSG00000233041
Nervous*,SLC39A13,2,122,ENSG00000165915
Nervous*,SOCS3,2,122,ENSG00000184557
Nervous*,SOX2,2,122,ENSG00000181449
Nervous*,TAF3,2,122,ENSG00000165632
Nervous*,TRIM28,2,122,ENSG00000130726
Nervous*,TRIP13,2,122,ENSG00000071539
Nervous*,UBA5,2,122,ENSG00000081307
Nervous*,UBE2H,2,122,ENSG00000186591
Nervous*,WDR73,2,122,ENSG00000177082
Nervous*,ASCL1,3,122,ENSG00000139352
Nervous*,C14orf80,3,122,
Nervous*,C7orf26,3,122,
Nervous*,CDK11A,3,122,ENSG00000008128
Nervous*,CENPP,3,122,ENSG00000188312
Nervous*,HIST2H3C,3,122,
Nervous*,IRS2,3,122,ENSG00000185950
Nervous*,JUN,3,122,ENSG00000177606
Nervous*,MRPL13,3,122,ENSG00000172172
Nervous*,PI4KB,3,122,ENSG00000143393
Nervous*,PPM1D,3,122,ENSG00000170836
Nervous*,RPP25L,3,122,ENSG00000164967
Nervous*,SACS,3,122,ENSG00000151835
Nervous*,SOX9,3,122,ENSG00000125398
Nervous*,SQLE,3,122,ENSG00000104549
Nervous*,TAF9,3,122,ENSG00000273841
Nervous*,TOE1,3,122,ENSG00000132773
Nervous*,TRIM37,3,122,ENSG00000108395
Nervous*,UBIAD1,3,122,ENSG00000120942
Nervous*,VCY,3,122,ENSG00000129864
Nervous*,C16orf72,4,122,
Nervous*,DOLK,4,122,ENSG00000175283
Nervous*,HIST2H3D,4,122,
Nervous*,NDUFAF3,4,122,ENSG00000178057
Nervous*,NDUFS2,4,122,ENSG00000158864
Nervous*,PRAMEF5,4,122,ENSG00000270601
Nervous*,RGPD2,4,122,ENSG00000185304
Nervous*,RPL13A,4,122,ENSG00000142541
Nervous*,SNRPB2,4,122,ENSG00000125870
Nervous*,TYMS,4,122,ENSG00000176890
Nervous*,VCX2,4,122,ENSG00000177504
Nervous*,FBXW11,5,122,ENSG00000072803
Nervous*,ILK,5,122,ENSG00000166333
Nervous*,LSS,5,122,ENSG00000160285
Nervous*,POTEM,5,122,ENSG00000222036
Nervous*,RPS17,5,122,ENSG00000182774
Nervous*,SCAP,5,122,ENSG00000114650
Nervous*,FASN,6,122,ENSG00000169710
Nervous*,SEPHS2,6,122,ENSG00000179918
Nervous*,TERF2,6,122,ENSG00000132604
Nervous*,HIST2H3A,7,122,
Nervous*,MDM2,7,122,ENSG00000135679
Nervous*,MYCN,7,122,ENSG00000134323
Nervous*,TMA7,7,122,ENSG00000232112
Nervous*,TMED7,7,122,ENSG00000134970
Nervous*,VRK1,7,122,ENSG00000100749
Nervous*,HIST1H2AJ,8,122,
Nervous*,NDUFC2-KCTD14,8,122,ENSG00000259112
Nervous*,NXT1,8,122,ENSG00000132661
Nervous*,WWTR1,8,122,ENSG00000018408
Nervous*,CDK6,9,122,ENSG00000105810
Nervous*,EIF3CL,10,122,ENSG00000184110
Nervous*,PRAMEF6,12,122,ENSG00000232423
Nervous*,ALG1L,16,122,
Nervous*,PLGLB2,17,122,ENSG00000125551
Nervous*,TBC1D3F,19,122,ENSG00000275954
Nervous*,TBC1D3H,21,122,ENSG00000274226
Nervous*,GPX4,22,122,ENSG00000167468
Nervous*,RPSA,24,122,ENSG00000168028
Nervous*,LCE1E,27,122,ENSG00000186226
Nervous*,RPL21,29,122,ENSG00000122026
Nervous*,NPIPA5,37,122,ENSG00000183793
Nervous*,BCL2L2-PABPN1,38,122,ENSG00000258643
Nervous*,FAM86B1,43,122,ENSG00000186523
Nervous*,RGPD6,44,122,ENSG00000183054
Nervous*,POLR2J,46,122,ENSG00000005075
Nervous*,TBC1D3C,53,122,ENSG00000274611
Nervous*,POLR2A,84,122,ENSG00000181222
Nervous-Glandular,ALG1L,1,2,
Nervous-Glandular,ASCL1,1,2,ENSG00000139352
Nervous-Glandular,BCL2L2-PABPN1,1,2,ENSG00000258643
Nervous-Glandular,CDK6,1,2,ENSG00000105810
Nervous-Glandular,FAM49A,1,2,
Nervous-Glandular,FAM86B1,1,2,ENSG00000186523
Nervous-Glandular,GPX4,1,2,ENSG00000167468
Nervous-Glandular,HIST1H2AJ,1,2,
Nervous-Glandular,HIST2H3D,1,2,
Nervous-Glandular,LCE1E,1,2,ENSG00000186226
Nervous-Glandular,MYCN,1,2,ENSG00000134323
Nervous-Glandular,NPIPA5,1,2,ENSG00000183793
Nervous-Glandular,NXT1,1,2,ENSG00000132661
Nervous-Glandular,POLR2J,1,2,ENSG00000005075
Nervous-Glandular,RGPD6,1,2,ENSG00000183054
Nervous-Glandular,RPL21,1,2,ENSG00000122026
Nervous-Glandular,TBC1D3C,1,2,ENSG00000274611
Nervous-Glandular,TBC1D3F,1,2,ENSG00000275954
Nervous-Glandular,TBC1D3H,1,2,ENSG00000274226
Nervous-Glandular,POLR2A,2,2,ENSG00000181222
Nervous-StemCell,ACOX3,1,4,ENSG00000087008
Nervous-StemCell,ADGRG5,1,4,ENSG00000159618
Nervous-StemCell,ALX4,1,4,ENSG00000052850
Nervous-StemCell,ARMS2,1,4,ENSG00000254636
Nervous-StemCell,ARPC2,1,4,ENSG00000163466
